183.186585595,183.186585595,2,Correct
239.928115034,238.015548742,6,Incorrect
221.954550091,221.954550091,1,Correct
215.484031296,215.459324348,6,Incorrect
212.271373175,215.017149466,1,Incorrect
227.46400799,219.814616146,1,Incorrect
226.892943165,232.378664465,5,Incorrect
204.556743561,202.273985796,5,Incorrect
232.109199558,223.887377351,1,Incorrect
238.96045103,241.357661744,6,Incorrect
246.070575152,244.308308979,4,Incorrect
235.141582602,235.024549632,2,Incorrect
245.601517749,244.861306481,8,Incorrect
246.615576431,246.220073952,4,Correct
250.672728601,251.00839212,5,Incorrect
247.024331877,247.087695811,2,Incorrect
235.722047897,236.781439557,2,Incorrect
219.12960076,215.817266887,1,Incorrect
242.556880785,243.379898198,8,Incorrect
229.641895621,230.272143201,8,Incorrect
246.726749728,247.095312703,1,Incorrect
227.345193761,225.629306555,2,Incorrect
251.136199411,251.419858351,7,Incorrect
199.480868052,199.19897823,2,Incorrect
248.881980875,248.774028546,8,Incorrect
241.813154704,241.995810205,5,Incorrect
239.395420661,238.433493488,8,Incorrect
237.345285387,237.478941647,6,Incorrect
235.95123313,236.336284779,2,Incorrect
233.82406216,233.130821982,4,Incorrect
232.737138959,233.796274933,4,Incorrect
239.635326339,238.026439614,5,Incorrect
225.954711426,224.860372343,8,Incorrect
230.205774532,230.310096311,7,Incorrect
227.583405995,226.580085399,3,Correct
248.515935666,248.676911253,4,Incorrect
247.38880015,246.538484526,7,Incorrect
243.969231242,242.309391027,7,Correct
249.49599816,248.956417103,2,Correct
222.12694305,224.784454885,4,Incorrect
244.288372194,243.875527622,6,Incorrect
238.906623292,239.426506876,4,Incorrect
232.587555133,232.969992933,2,Incorrect
242.418208875,241.408368939,1,Correct
239.240636061,238.835064473,8,Incorrect
237.08501383,236.784469092,4,Incorrect
189.785084009,186.46227088,6,Incorrect
245.505655447,244.862942646,2,Incorrect
247.721251961,247.044370576,5,Incorrect
249.434524227,249.361504635,5,Incorrect
215.464167094,214.273372878,1,Incorrect
225.035584838,213.57700763,4,Correct
248.590453302,247.786174367,1,Incorrect
207.947271343,213.427502433,2,Incorrect
220.322868426,223.614822545,6,Correct
247.995073032,248.095281578,1,Incorrect
216.662697573,220.711177305,2,Incorrect
245.023212402,245.018036051,5,Incorrect
248.600144669,248.598068586,3,Incorrect
248.341436603,248.354994727,2,Incorrect
194.517172251,197.769218265,1,Incorrect
250.749870426,250.881266681,2,Incorrect
246.649419413,245.601501042,3,Correct
238.936935361,238.369565217,4,Incorrect
243.715692989,242.951505594,1,Incorrect
242.714397668,241.689392319,7,Correct
245.358167542,246.131319504,5,Incorrect
191.335216609,189.666009163,3,Incorrect
247.193089185,247.143316943,5,Incorrect
247.404252711,247.455388376,5,Incorrect
239.715730987,237.42979148,8,Incorrect
250.089006286,250.348375948,6,Incorrect
213.495781315,217.295749448,4,Incorrect
247.947449159,247.948507702,1,Correct
249.416469704,249.433309349,8,Incorrect
249.448994281,249.4149377,6,Correct
247.595261319,247.477088591,6,Incorrect
241.832314239,241.332366196,6,Correct
239.313996579,239.905588552,4,Correct
244.906812602,244.927100625,4,Incorrect
212.505941318,214.701352998,6,Incorrect
235.307498285,236.402932526,3,Incorrect
249.323087833,249.199984476,8,Incorrect
247.795066202,248.361523122,3,Incorrect
229.671558583,229.674636437,2,Incorrect
232.529187114,232.302794731,3,Incorrect
246.54678529,246.754133809,6,Incorrect
250.02016957,250.447217183,2,Incorrect
248.197534364,248.215584887,2,Incorrect
249.445677876,248.826138263,6,Incorrect
219.227592333,217.97866528,4,Incorrect
213.658278987,212.345252529,4,Incorrect
247.946796968,247.965119879,3,Incorrect
248.18849598,247.988097232,8,Incorrect
243.662848033,243.528890492,5,Incorrect
241.563130338,241.475126908,3,Incorrect
183.186585595,197.037576376,5,Incorrect
239.928115034,239.499384119,1,Incorrect
221.954550091,228.787134425,4,Incorrect
215.484031296,215.466610274,3,Correct
212.271373175,205.979619776,4,Correct
227.46400799,219.814616146,1,Incorrect
226.892943165,224.095289829,2,Incorrect
204.556743561,202.273985796,5,Incorrect
232.109199558,235.966658585,3,Incorrect
238.96045103,238.300782897,3,Correct
246.070575152,244.308308979,4,Incorrect
235.141582602,237.128783102,3,Incorrect
245.601517749,245.596524253,6,Incorrect
246.615576431,243.726636202,6,Incorrect
250.672728601,250.584622468,7,Incorrect
247.024331877,246.418720121,7,Incorrect
235.722047897,236.781439557,2,Incorrect
219.12960076,218.324190619,6,Incorrect
242.556880785,243.379898198,8,Incorrect
229.641895621,227.725472211,1,Incorrect
246.726749728,246.528563034,2,Correct
227.345193761,225.034873228,7,Correct
251.136199411,251.128238883,3,Incorrect
199.480868052,200.378746337,3,Incorrect
248.881980875,248.715675211,1,Incorrect
241.813154704,241.282425044,1,Correct
239.395420661,238.433493488,8,Incorrect
237.345285387,236.61066025,3,Incorrect
235.95123313,237.698093985,6,Incorrect
233.82406216,233.668099895,7,Incorrect
232.737138959,233.796274933,4,Incorrect
239.635326339,238.952172323,1,Incorrect
225.954711426,224.860372343,8,Incorrect
230.205774532,229.152927382,6,Incorrect
227.583405995,229.597117389,5,Incorrect
248.515935666,247.601816423,1,Incorrect
247.38880015,246.538484526,7,Incorrect
243.969231242,243.610042617,6,Incorrect
249.49599816,249.538544568,3,Incorrect
222.12694305,217.175091189,1,Incorrect
244.288372194,243.875527622,6,Incorrect
238.906623292,238.732896283,6,Incorrect
232.587555133,232.498823901,1,Incorrect
242.418208875,242.581505782,6,Incorrect
239.240636061,239.224596614,2,Incorrect
237.08501383,236.781076007,3,Incorrect
189.785084009,190.846198632,8,Incorrect
245.505655447,244.85736654,1,Incorrect
247.721251961,247.058444757,3,Incorrect
249.434524227,249.470655903,4,Incorrect
215.464167094,212.022926628,2,Incorrect
225.035584838,212.900543864,3,Incorrect
248.590453302,248.624671189,2,Incorrect
207.947271343,200.168758569,5,Incorrect
220.322868426,218.663374946,4,Incorrect
247.995073032,248.086340542,4,Correct
216.662697573,219.331901872,1,Incorrect
245.023212402,245.039747063,6,Incorrect
248.600144669,248.598813057,2,Incorrect
248.341436603,248.340275988,5,Incorrect
194.517172251,193.392318454,2,Incorrect
250.749870426,250.702084021,3,Incorrect
246.649419413,245.62695643,7,Incorrect
238.936935361,238.369565217,4,Incorrect
243.715692989,243.440302229,5,Incorrect
242.714397668,241.689392319,7,Correct
245.358167542,245.562473235,8,Incorrect
191.335216609,191.938709459,8,Incorrect
247.193089185,247.258160196,7,Correct
247.404252711,247.321265453,4,Incorrect
239.715730987,238.401279189,6,Incorrect
250.089006286,250.030267866,1,Incorrect
213.495781315,208.840958388,5,Incorrect
247.947449159,247.965421463,7,Incorrect
249.416469704,249.433850693,7,Incorrect
249.448994281,249.423347395,4,Incorrect
247.595261319,247.477088591,6,Incorrect
241.832314239,240.902332535,7,Incorrect
239.313996579,240.345690546,1,Incorrect
244.906812602,244.252422152,7,Incorrect
212.505941318,211.12720777,5,Incorrect
235.307498285,236.404356537,8,Incorrect
249.323087833,249.546566203,7,Incorrect
247.795066202,246.481748726,7,Incorrect
229.671558583,231.153276086,5,Incorrect
232.529187114,232.924237703,4,Incorrect
246.54678529,246.37365288,2,Incorrect
250.02016957,249.45170249,3,Incorrect
248.197534364,248.295459926,8,Incorrect
249.445677876,248.880080611,3,Incorrect
219.227592333,218.808920501,6,Incorrect
213.658278987,211.890189283,3,Incorrect
247.946796968,247.965119879,3,Incorrect
248.18849598,247.987948032,6,Incorrect
243.662848033,242.297862227,6,Incorrect
241.563130338,241.219847703,4,Incorrect
183.186585595,193.586862534,3,Incorrect
239.928115034,239.928115034,5,Correct
221.954550091,228.787134425,4,Incorrect
215.484031296,215.459324348,6,Incorrect
212.271373175,215.262191792,5,Incorrect
227.46400799,219.784944067,5,Correct
226.892943165,232.379332155,4,Incorrect
204.556743561,205.628795353,3,Incorrect
232.109199558,236.4654477,6,Incorrect
238.96045103,241.357661744,6,Incorrect
246.070575152,245.870353869,2,Incorrect
235.141582602,238.876042814,1,Correct
245.601517749,245.596524253,6,Incorrect
246.615576431,243.726636202,6,Incorrect
250.672728601,250.292029855,2,Incorrect
247.024331877,246.428495598,4,Incorrect
235.722047897,235.654360322,8,Incorrect
219.12960076,218.324190619,6,Incorrect
242.556880785,241.552143532,4,Incorrect
229.641895621,231.099099849,5,Correct
246.726749728,247.093283446,5,Incorrect
227.345193761,227.791221962,8,Incorrect
251.136199411,251.128238883,3,Incorrect
199.480868052,198.012181119,4,Incorrect
248.881980875,249.09180483,2,Incorrect
241.813154704,242.85616041,2,Incorrect
239.395420661,240.267401673,3,Correct
237.345285387,237.542172069,8,Incorrect
235.95123313,234.990600805,5,Incorrect
233.82406216,235.184272141,6,Incorrect
232.737138959,233.796274933,4,Incorrect
239.635326339,239.337198291,7,Incorrect
225.954711426,226.620388611,3,Correct
230.205774532,229.759897696,5,Incorrect
227.583405995,229.481577761,7,Incorrect
248.515935666,248.676911253,4,Incorrect
247.38880015,246.538484526,7,Incorrect
243.969231242,243.617815598,4,Incorrect
249.49599816,249.394602638,8,Incorrect
222.12694305,217.175091189,1,Incorrect
244.288372194,244.749818381,1,Incorrect
238.906623292,239.4483437,7,Incorrect
232.587555133,232.509572449,6,Incorrect
242.418208875,242.581505782,5,Incorrect
239.240636061,238.766617991,4,Incorrect
237.08501383,236.173411884,7,Incorrect
189.785084009,186.46227088,6,Incorrect
245.505655447,244.862942646,2,Incorrect
247.721251961,247.065903523,4,Incorrect
249.434524227,249.45472639,2,Incorrect
215.464167094,212.022926628,2,Incorrect
225.035584838,223.781820719,1,Incorrect
248.590453302,250.208233487,6,Correct
207.947271343,200.168758569,5,Incorrect
220.322868426,218.640912545,2,Incorrect
247.995073032,248.086340542,4,Correct
216.662697573,224.881583192,3,Incorrect
245.023212402,245.039747063,3,Incorrect
248.600144669,248.600391933,4,Incorrect
248.341436603,248.352521401,6,Incorrect
194.517172251,194.316478622,6,Incorrect
250.749870426,250.881266681,2,Incorrect
246.649419413,247.369293799,4,Incorrect
238.936935361,238.4201423,3,Incorrect
243.715692989,242.951505594,1,Incorrect
242.714397668,241.689392319,7,Correct
245.358167542,245.562473235,8,Incorrect
191.335216609,191.938709459,8,Incorrect
247.193089185,247.160516038,4,Incorrect
247.404252711,247.742919364,8,Incorrect
239.715730987,238.392215189,3,Incorrect
250.089006286,250.348375948,6,Incorrect
213.495781315,208.883360797,1,Incorrect
247.947449159,247.945293054,2,Incorrect
249.416469704,249.434536029,5,Incorrect
249.448994281,249.423347395,4,Incorrect
247.595261319,247.477088591,6,Incorrect
241.832314239,240.902332535,7,Incorrect
239.313996579,240.482171574,6,Incorrect
244.906812602,244.246725911,5,Incorrect
212.505941318,214.77870079,3,Incorrect
235.307498285,236.402932526,2,Incorrect
249.323087833,249.157854614,5,Correct
247.795066202,248.361523122,3,Incorrect
229.671558583,228.213535141,3,Incorrect
232.529187114,232.791122381,2,Incorrect
246.54678529,246.749273584,7,Incorrect
250.02016957,249.84535188,8,Incorrect
248.197534364,248.295459926,8,Incorrect
249.445677876,248.880080611,3,Incorrect
219.227592333,219.513543725,2,Incorrect
213.658278987,210.490487138,1,Incorrect
247.946796968,247.965119879,3,Incorrect
248.18849598,247.992076809,7,Incorrect
243.662848033,244.369679768,8,Incorrect
241.563130338,241.219847703,4,Incorrect
183.186585595,189.655208255,1,Incorrect
239.928115034,239.499384119,1,Incorrect
221.954550091,220.328657889,5,Incorrect
215.484031296,215.452300536,5,Incorrect
212.271373175,205.979619776,6,Incorrect
227.46400799,231.193830464,3,Incorrect
226.892943165,224.103480646,1,Incorrect
204.556743561,202.551670117,2,Incorrect
232.109199558,235.966658585,3,Incorrect
238.96045103,240.131909343,5,Incorrect
246.070575152,245.034263966,3,Incorrect
235.141582602,235.024549632,2,Incorrect
245.601517749,244.830498536,5,Incorrect
246.615576431,246.371682751,8,Incorrect
250.672728601,250.578799998,1,Incorrect
247.024331877,246.418720121,7,Incorrect
235.722047897,236.387184548,7,Incorrect
219.12960076,218.324190619,6,Incorrect
242.556880785,241.564276507,3,Incorrect
229.641895621,229.796369994,6,Incorrect
246.726749728,246.732007508,6,Incorrect
227.345193761,227.791221962,8,Incorrect
251.136199411,251.419858351,7,Incorrect
199.480868052,199.173800857,6,Incorrect
248.881980875,248.715675211,1,Incorrect
241.813154704,242.001943492,3,Incorrect
239.395420661,240.025639662,4,Incorrect
237.345285387,237.554121608,2,Incorrect
235.95123313,235.861941664,3,Incorrect
233.82406216,232.523372477,8,Incorrect
232.737138959,232.603767697,7,Incorrect
239.635326339,240.062411363,4,Correct
225.954711426,226.652744937,1,Incorrect
230.205774532,230.310096311,7,Incorrect
227.583405995,229.597117389,5,Incorrect
248.515935666,248.676911253,4,Incorrect
247.38880015,246.538484526,7,Incorrect
243.969231242,242.895925716,3,Incorrect
249.49599816,249.538544568,3,Incorrect
222.12694305,222.301426997,2,Incorrect
244.288372194,243.834599384,8,Incorrect
238.906623292,238.799700098,5,Incorrect
232.587555133,232.723069679,3,Correct
242.418208875,242.5759661,4,Incorrect
239.240636061,238.835064473,8,Incorrect
237.08501383,236.784469092,4,Incorrect
189.785084009,189.444421322,4,Incorrect
245.505655447,245.428820896,4,Incorrect
247.721251961,247.044370576,2,Incorrect
249.434524227,249.446705473,1,Correct
215.464167094,220.72702963,4,Incorrect
225.035584838,212.900543864,3,Incorrect
248.590453302,249.426781019,4,Incorrect
207.947271343,213.38933251,4,Incorrect
220.322868426,223.614822545,6,Correct
247.995073032,248.069298088,6,Incorrect
216.662697573,220.711177305,2,Incorrect
245.023212402,245.039747063,3,Incorrect
